customer_id,gender
49101,0.45977905835302735
114348,0.8108819074811228
127946,0.6637646013007571
137367,0.44531746477000655
174467,0.5889951828143355
214804,0.777017277455754
251590,0.11330769773502354
272657,0.08396781098142232
378318,0.7778735740592531
390759,0.9444731996877088
505638,0.37452162105365844
541452,0.15072974258873897
546786,0.2486574924960075
589185,0.9428752215611258
635849,0.18940561978325374
735380,0.46126657587122416
788112,0.22023713358747007
820723,0.5458548188571819
903961,0.6566586657267315
904539,0.03818542960836402
941185,0.25335297919464456
961425,0.8919645054137614
971575,0.4478987782630795
984061,0.10483207188804375
1023983,0.7343015021496386
1087616,0.44382387822316494
1088175,0.7531287538418372
1109129,0.7568554053787959
1115426,0.8485001529119565
1139307,0.5385141073819862
1177740,0.4001208135254332
1211346,0.44230035176247245
1271467,0.41208834425758645
1308272,0.31737202452435714
1420045,0.8289434322783927
1469056,0.6660989246051557
1505158,0.20169861448657062
1546466,0.5688901974323866
1567497,0.4697558953409828
1582976,0.42492007485428535
1714555,0.3082460269951797
1732939,0.18426707143084628
1859939,0.780867598624423
1867994,0.2848638083473699
1887297,0.34354706880295516
1983589,0.14285863609974186
2098407,0.7050055724888742
2137396,0.06160191058395006
2169770,0.33649841738241487
2177252,0.8868071513260226
2264868,0.5465232375184867
2279881,0.6041408062326408
2287385,0.43363379406224295
2299975,0.46019965554667364
2329892,0.5371341315098125
2333956,0.27047434723720615
2340137,0.904405808219499
2353453,0.24436762884775834
2463795,0.32368902476017813
2464493,0.4201498505707383
2491620,0.5361355014728397
2493740,0.4313900301938074
2518708,0.19939178072262434
2532836,0.5286937241306424
2714622,0.1569603044776672
2730512,0.10581262589152514
2733562,0.42580856275207274
2740197,0.11906523894932447
2768803,0.06258424638839477
2788526,0.42864851639608403
2805830,0.96626536606594
2810793,0.4916683123313782
2872341,0.3476523419777938
2881605,0.4635247928885973
2916305,0.5631498527500016
2942372,0.2664794892997767
2956076,0.06788542619687685
2992486,0.35172673214886224
3017155,0.1499349658684205
3086538,0.7418190569652412
3116382,0.3029669283597212
3136315,0.44932660448399203
3143586,0.3320285680322001
3238487,0.5664075393714674
3243044,0.4365869158845488
3284483,0.1339162137497772
3368868,0.4374393004816219
3419519,0.04725021451491445
3510307,0.8368487794412354
3525018,0.767722628428321
3555716,0.09010973800637445
3640332,0.09365220232290956
3671964,0.3758078187683413
3725814,0.5624137386288333
3812843,0.854950986903378
3837731,0.39690504730517573
3848748,0.9400541554873761
3850938,0.4388748657495133
3917249,0.10442750972278607
3996099,0.35452542082398947
4020883,0.6575357766017212
4038688,0.2710403966503082
4067941,0.36747826603739403
4077514,0.8447875204846609
4092048,0.4279855068960651
4099715,0.4251391445149596
4123368,0.022795482912619937
4131179,0.31701001155830766
4166824,0.056969382898771265
4178902,0.4027486944165577
4259997,0.3666028943776451
4267952,0.08157621938106517
4316393,0.7696377873119437
4347691,0.41199332564981545
4444740,0.2617588593080867
4448989,0.8737630700691664
4469885,0.46886078302415857
4472392,0.19299276454281503
4479599,0.4603964522840119
4490121,0.40215470191892033
4494007,0.38184432548041575
4500911,0.517957164630613
4555624,0.08006419941795814
4664861,0.3896668006160104
4707639,0.4871895739101655
4730615,0.28096620141282624
